UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
2907,H00585,H,298.8,309.0,1636,41.3,93,0,0,0,0,0,0
2908,L01447,L,300.0,307.9,1529,43.4,95,0,0,0,0,0,0
2909,L01448,L,298.7,309.4,1438,37.6,97,0,0,0,0,0,0
2910,L01449,L,301.0,313.1,1499,39.7,99,0,0,0,0,0,0
2911,L01450,L,298.6,306.0,1537,27.5,101,0,0,0,0,0,0
2912,L01451,L,300.5,309.2,1627,37.7,103,0,0,0,0,0,0
2913,M00877,M,299.8,307.0,1570,50.6,106,0,0,0,0,0,0
2914,H00586,H,300.4,310.4,1592,40.9,111,0,0,0,0,0,0
2915,L01452,L,299.1,310.1,1573,40.6,113,0,0,0,0,0,0
2916,M00878,M,299.3,309.4,1623,46.0,116,0,0,0,0,0,0
2917,M00879,M,300.2,311.6,1518,42.1,119,0,0,0,0,0,0
2918,H00587,H,300.4,311.2,1554,35.3,124,0,0,0,0,0,0
2919,L01453,L,300.0,311.7,1541,40.1,126,0,0,0,0,0,0
2920,L01454,L,303.4,314.6,1494,33.2,128,0,0,0,0,0,0
2921,L01455,L,298.0,307.6,1639,41.1,130,0,0,0,0,0,0
2922,M00880,M,299.9,309.9,1637,35.0,133,0,0,0,0,0,0
2923,H00588,H,296.9,306.0,1659,45.6,138,0,0,0,0,0,0
2924,L01456,L,300.7,310.5,1462,36.9,140,0,0,0,0,0,0
2925,L01457,L,297.8,307.8,1573,35.1,142,0,0,0,0,0,0
2926,H00589,H,299.4,309.4,1647,39.3,147,0,0,0,0,0,0
2927,H00590,H,299.3,310.6,1688,42.2,152,0,0,0,0,0,0
2928,H00591,H,300.6,310.2,1387,32.8,157,0,0,0,0,0,0
2929,M00881,M,298.9,308.0,1538,36.9,160,0,0,0,0,0,0
2930,L01458,L,298.8,307.9,1519,40.6,162,0,0,0,0,0,0
2931,M00882,M,302.9,313.5,1697,48.0,165,0,0,0,0,0,0
2932,M00883,M,300.6,309.2,1317,24.8,168,1,0,1,1,0,0
2933,L01459,L,298.9,308.7,1433,43.7,170,0,0,0,0,0,0
2934,M00884,M,299.5,310.8,1681,37.7,173,0,0,0,0,0,0
2935,M00885,M,303.3,313.6,1491,37.0,176,0,0,0,0,0,0
2936,L01460,L,299.5,309.5,1408,35.9,178,0,0,0,0,0,0
2937,M00886,M,298.6,308.6,1689,37.8,181,0,0,0,0,0,0
2938,M00887,M,298.6,307.6,1395,43.7,184,0,0,0,0,0,0
2939,H00592,H,298.9,308.0,1640,36.8,189,0,0,0,0,0,0
2940,L01461,L,298.8,308.6,1382,50.0,191,0,0,0,0,0,0
2941,L01462,L,297.4,307.7,1394,43.7,193,0,0,0,0,0,0
2942,M00888,M,297.8,308.7,1558,41.2,196,0,0,0,0,0,0
2943,L01463,L,298.3,308.4,1453,39.0,198,0,0,0,0,0,0
2944,M00889,M,301.2,312.5,1565,47.1,201,0,0,0,0,0,0
2945,M00890,M,299.2,310.8,1718,48.0,204,0,0,0,0,0,0
2946,L01464,L,299.6,310.4,1522,33.0,2,0,0,0,0,0,0
2947,M00891,M,302.5,313.8,1701,35.8,5,0,0,0,0,0,0
2948,M00892,M,302.6,311.6,1570,43.8,8,0,0,0,0,0,0
2949,L01465,L,299.4,308.3,1634,45.6,10,0,0,0,0,0,0
2950,H00593,H,298.7,309.3,1303,38.2,15,0,0,0,0,0,0
2951,H00594,H,298.3,306.9,1602,35.5,20,0,0,0,0,0,0
2952,M00893,M,301.4,311.1,1586,40.5,23,0,0,0,0,0,0
2953,M00894,M,299.6,310.4,1502,48.9,26,0,0,0,0,0,0
2954,L01466,L,299.2,310.6,1728,40.2,28,0,0,0,0,0,0
2955,H00595,H,298.4,308.1,1489,32.4,33,1,0,0,0,0,1
2956,M00895,M,298.5,307.8,1377,40.7,36,0,0,0,0,0,0
2957,M00896,M,300.6,311.0,1616,44.7,39,0,0,0,0,0,0
2958,H00596,H,297.4,306.3,1396,39.4,44,0,0,0,0,0,0
2959,L01467,L,302.0,311.8,1546,47.5,46,0,0,0,0,0,0
2960,H00597,H,298.9,308.9,1672,45.2,51,0,0,0,0,0,0
2961,L01468,L,299.7,309.7,1588,39.6,53,0,0,0,0,0,0
2962,L01469,L,297.3,307.4,1513,40.3,55,0,0,0,0,0,0
2963,L01470,L,300.0,309.1,1503,28.9,57,0,0,0,0,0,0
2964,H00598,H,299.3,308.6,1665,47.3,62,0,0,0,0,0,0
2965,H00599,H,299.9,309.2,1416,38.0,67,0,0,0,0,0,0
2966,M00897,M,302.9,311.3,1616,37.6,70,0,0,0,0,0,0
2967,M00898,M,300.4,310.7,1757,36.7,73,0,0,0,0,0,0
2968,M00899,M,298.4,309.3,1592,42.7,76,0,0,0,0,0,0
2969,H00600,H,298.6,309.4,1514,33.2,81,0,0,0,0,0,0
2970,L01471,L,301.2,310.9,1522,34.1,83,0,0,0,0,0,0
2971,L01472,L,302.6,311.8,1490,39.7,85,0,0,0,0,0,0
2972,L01473,L,300.6,311.3,1473,36.2,87,0,0,0,0,0,0
2973,M00900,M,301.4,312.0,1550,42.0,90,0,0,0,0,0,0
2974,M00901,M,301.2,311.4,1606,36.5,93,0,0,0,0,0,0
2975,L01474,L,302.8,314.6,1699,49.6,95,0,0,0,0,0,0
2976,L01475,L,296.1,306.1,1342,44.2,97,0,0,0,0,0,0
2977,H00601,H,301.3,311.1,1294,44.1,102,0,0,0,0,0,0
2978,L01476,L,302.0,311.6,1701,36.4,104,0,0,0,0,0,0
2979,M00902,M,297.3,305.8,1544,54.4,107,0,0,0,0,0,0
2980,H00602,H,298.2,308.9,1549,37.4,112,0,0,0,0,0,0
2981,L01477,L,298.3,308.2,1588,35.7,114,0,0,0,0,0,0
2982,L01478,L,298.5,309.1,1519,44.2,116,0,0,0,0,0,0
2983,M00903,M,299.0,310.9,1736,41.2,119,0,0,0,0,0,0
2984,H00603,H,300.5,310.1,1587,35.1,124,0,0,0,0,0,0
2985,M00904,M,301.7,309.4,1493,53.2,127,0,0,0,0,0,0
2986,H00604,H,302.2,312.6,1502,45.9,132,0,0,0,0,0,0
2987,L01479,L,298.3,308.5,1524,40.0,134,0,0,0,0,0,0
2988,M00905,M,298.3,307.6,1460,54.4,137,0,0,0,0,0,0
2989,M00906,M,302.6,313.0,1707,44.9,140,0,0,0,0,0,0
2990,H00605,H,301.3,312.1,1550,39.9,145,0,0,0,0,0,0
2991,L01480,L,300.2,309.2,1421,53.7,147,0,0,0,0,0,0
2992,H00606,H,300.9,310.6,1579,44.0,152,0,0,0,0,0,0
2993,M00907,M,299.9,311.4,1682,43.7,155,0,0,0,0,0,0
2994,L01481,L,301.0,310.3,1644,37.7,157,0,0,0,0,0,0
2995,L01482,L,299.3,309.4,1462,40.3,159,0,0,0,0,0,0
2996,H00607,H,300.5,307.9,1427,37.5,164,0,0,0,0,0,0
2997,L01483,L,297.0,305.5,1681,48.6,166,0,0,0,0,0,0
2998,L01484,L,298.6,308.8,1376,30.3,168,0,0,0,0,0,0
2999,L01485,L,298.6,309.9,1575,48.2,170,0,0,0,0,0,0
3000,H00608,H,299.3,307.9,1481,34.7,175,0,0,0,0,0,0
3001,M00908,M,298.1,308.2,1669,39.7,178,0,0,0,0,0,0
3002,M00909,M,298.9,308.6,1433,38.2,181,0,0,0,0,0,0
3003,L01486,L,297.0,307.9,1458,36.9,183,0,0,0,0,0,0
3004,M00910,M,301.1,309.9,1600,44.1,186,0,0,0,0,0,0
3005,M00911,M,299.8,310.3,1618,40.0,189,0,0,0,0,0,0
3006,H00609,H,296.6,305.9,1674,36.0,194,0,0,0,0,0,0
3007,H00610,H,298.3,308.6,1585,40.9,199,0,0,0,0,0,0
3008,L01487,L,300.7,310.7,1573,35.8,201,0,0,0,0,0,0
3009,M00912,M,298.9,308.7,1643,36.8,204,0,0,0,0,0,0
3010,L01488,L,298.6,309.1,1401,31.0,206,0,0,0,0,0,0
3011,M00913,M,299.9,309.9,1450,37.3,209,0,0,0,0,0,0
3012,L01489,L,300.7,310.6,1409,43.0,211,0,0,0,0,0,0
3013,L01490,L,297.1,306.8,1269,40.2,213,0,0,0,0,0,0
3014,L01491,L,301.1,311.2,1622,50.9,215,0,0,0,0,0,0
3015,M00914,M,298.4,308.6,1681,55.7,218,1,0,0,1,1,0
3016,L01492,L,300.0,309.0,1594,37.2,220,0,0,0,0,0,0
3017,M00915,M,299.9,309.6,1576,35.0,223,0,0,0,0,0,0
3018,L01493,L,298.9,307.9,1546,46.8,225,0,0,0,0,0,0
3019,L01494,L,298.0,307.9,1544,42.0,227,0,0,0,0,0,0
3020,M00916,M,299.4,308.8,1708,46.8,230,0,0,0,0,0,0
3021,L01495,L,303.3,314.0,1693,42.4,2,0,0,0,0,0,0
3022,L01496,L,297.3,307.9,1479,38.8,4,0,0,0,0,0,0
3023,M00917,M,303.4,312.5,1649,38.9,7,0,0,0,0,0,0
3024,L01497,L,299.5,309.5,1661,42.6,9,0,0,0,0,0,0
3025,L01498,L,300.1,310.7,1603,38.7,11,0,0,0,0,0,0
3026,L01499,L,297.8,307.7,1577,47.3,13,0,0,0,0,0,0
3027,H00611,H,298.5,307.7,1573,32.2,18,0,0,0,0,0,0
3028,M00918,M,299.0,307.9,1390,47.3,21,0,0,0,0,0,0
3029,M00919,M,297.9,308.8,1381,28.8,24,0,0,0,0,0,0
3030,M00920,M,299.6,310.5,1616,40.9,27,0,0,0,0,0,0
3031,L01500,L,299.2,309.0,1428,38.0,29,0,0,0,0,0,0
3032,L01501,L,303.7,314.5,1399,30.9,31,0,0,0,0,0,0
3033,M00921,M,297.7,304.7,1330,27.6,34,1,0,1,0,0,0
3034,L01502,L,300.2,311.5,1490,33.4,36,0,0,0,0,0,0
3035,L01503,L,300.5,310.3,1575,40.3,38,0,0,0,0,0,0
3036,L01504,L,297.9,308.0,1583,36.4,40,0,0,0,0,0,0
3037,L01505,L,301.4,311.1,1623,33.8,42,0,0,0,0,0,0
3038,H00612,H,299.2,310.6,1499,48.1,47,0,0,0,0,0,0
3039,L01506,L,295.0,304.0,1549,32.6,49,0,0,0,0,0,0
3040,M00922,M,301.3,312.8,1623,44.1,52,0,0,0,0,0,0
3041,L01507,L,297.8,308.2,1584,34.7,54,0,0,0,0,0,0
3042,H00613,H,297.9,308.5,1480,33.3,59,0,0,0,0,0,0
3043,L01508,L,301.4,311.0,1568,36.4,61,0,0,0,0,0,0
3044,L01509,L,299.3,308.0,1340,43.7,63,0,0,0,0,0,0
3045,M00923,M,301.8,312.8,1538,31.8,66,0,0,0,0,0,0
3046,M00924,M,302.4,312.7,1476,41.7,69,0,0,0,0,0,0
3047,L01510,L,298.7,310.1,1690,34.2,71,0,0,0,0,0,0
3048,L01511,L,301.6,311.4,1440,35.3,73,0,0,0,0,0,0
3049,L01512,L,298.5,308.1,1550,42.4,75,0,0,0,0,0,0
3050,L01513,L,304.5,315.9,1495,53.0,77,0,0,0,0,0,0
3051,L01514,L,298.6,310.5,1482,34.5,79,0,0,0,0,0,0
3052,L01515,L,302.1,312.1,1576,44.3,81,0,0,0,0,0,0
3053,L01516,L,301.7,310.9,1496,38.1,83,0,0,0,0,0,0
3054,L01517,L,300.6,311.4,1723,37.2,85,0,0,0,0,0,0
3055,M00925,M,298.7,308.4,1341,46.4,88,0,0,0,0,0,0
3056,H00614,H,299.7,310.3,1601,34.9,93,0,0,0,0,0,0
3057,M00926,M,295.7,305.4,1530,33.1,96,0,0,0,0,0,0
3058,L01518,L,300.4,312.0,1533,42.8,98,0,0,0,0,0,0
3059,L01519,L,300.7,310.0,1568,49.6,100,0,0,0,0,0,0
3060,H00615,H,300.3,310.7,1638,44.5,105,0,0,0,0,0,0
3061,L01520,L,294.1,303.6,1565,31.6,107,0,0,0,0,0,0
3062,L01521,L,297.5,307.2,1638,36.3,109,0,0,0,0,0,0
3063,M00927,M,298.5,308.1,1543,45.9,112,0,0,0,0,0,0
3064,M00928,M,300.6,311.3,1435,49.5,115,0,0,0,0,0,0
3065,M00929,M,300.6,311.5,1529,41.4,118,0,0,0,0,0,0
3066,L01522,L,299.7,310.2,1653,36.5,120,0,0,0,0,0,0
3067,L01523,L,301.3,311.2,1497,49.9,122,0,0,0,0,0,0
3068,H00616,H,297.9,308.1,1430,39.6,127,0,0,0,0,0,0
3069,L01524,L,301.2,312.1,1600,36.4,129,0,0,0,0,0,0
3070,M00930,M,300.9,311.9,1572,35.4,132,0,0,0,0,0,0
3071,M00931,M,300.8,308.1,1461,32.8,135,0,0,0,0,0,0
3072,M00932,M,299.6,309.4,1515,57.0,138,1,0,0,1,0,0
3073,L01525,L,303.7,313.4,1520,48.5,140,0,0,0,0,0,0
3074,L01526,L,301.0,311.7,1539,36.1,142,0,0,0,0,0,0
3075,M00933,M,298.1,308.0,1603,50.4,145,0,0,0,0,0,0
3076,H00617,H,300.5,311.2,1497,43.2,150,0,0,0,0,0,0
3077,H00618,H,301.5,310.4,1608,42.8,155,0,0,0,0,0,0
3078,L01527,L,298.8,309.1,1485,35.7,157,0,0,0,0,0,0
3079,L01528,L,302.2,313.1,1705,36.9,159,0,0,0,0,0,0
3080,H00619,H,300.8,309.3,1707,39.7,164,0,0,0,0,0,0
3081,M00934,M,295.3,307.8,1452,28.2,167,0,0,0,0,0,0
3082,H00620,H,300.6,311.8,1415,37.1,172,0,0,0,0,0,0
3083,L01529,L,299.2,309.2,1636,40.0,174,0,0,0,0,0,0
3084,M00935,M,301.1,310.2,1564,47.9,177,0,0,0,0,0,0
3085,M00936,M,301.9,311.7,1593,36.3,180,0,0,0,0,0,0
3086,M00937,M,300.4,310.5,1473,44.9,183,0,0,0,0,0,0
3087,L01530,L,303.3,313.8,1525,27.6,185,0,0,0,0,0,0
3088,L01531,L,299.6,311.1,1504,47.0,187,0,0,0,0,0,0
3089,M00938,M,301.2,310.8,1568,34.6,190,0,0,0,0,0,0
3090,L01532,L,301.6,312.2,1413,40.8,192,0,0,0,0,0,0
3091,L01533,L,299.8,308.5,1528,42.4,194,0,0,0,0,0,0
3092,H00621,H,301.6,311.1,1412,41.3,199,0,0,0,0,0,0
3093,L01534,L,298.8,309.2,1486,39.4,201,0,0,0,0,0,0
3094,H00622,H,299.2,309.8,1528,32.6,206,0,0,0,0,0,0
3095,L01535,L,297.4,306.6,1589,34.7,208,0,0,0,0,0,0
3096,M00939,M,300.5,310.0,1597,46.0,211,0,0,0,0,0,0
3097,H00623,H,300.7,312.1,1614,36.4,216,0,0,0,0,0,0
3098,L01536,L,302.4,313.5,1390,39.4,218,0,0,0,0,0,0
3099,L01537,L,301.6,311.8,1664,31.0,220,0,0,0,0,0,0
3100,L01538,L,299.4,307.2,1474,45.2,222,0,0,0,0,0,0
3101,L01539,L,297.6,310.2,1481,32.1,2,0,0,0,0,0,0
3102,M00940,M,300.9,310.8,1565,45.5,5,0,0,0,0,0,0
3103,H00624,H,302.2,311.9,1504,33.6,10,0,0,0,0,0,0
3104,L01540,L,301.5,311.0,1574,46.1,12,0,0,0,0,0,0
3105,L01541,L,302.2,312.5,1593,40.1,14,0,0,0,0,0,0
3106,L01542,L,299.6,310.0,1462,36.6,16,0,0,0,0,0,0
3107,M00941,M,299.1,310.0,1520,49.6,19,0,0,0,0,0,0
3108,L01543,L,298.5,307.6,1523,39.6,21,0,0,0,0,0,0
3109,M00942,M,299.9,309.6,1634,37.8,24,0,0,0,0,0,0
3110,M00943,M,299.8,311.9,1491,45.5,27,0,0,0,0,0,0
3111,M00944,M,300.4,310.6,1487,31.1,30,0,0,0,0,0,0
3112,L01544,L,299.7,309.6,1436,24.8,32,0,0,0,0,0,0
3113,M00945,M,299.7,308.8,1447,46.9,35,0,0,0,0,0,0
3114,L01545,L,298.4,309.0,1403,35.0,37,0,0,0,0,0,0
3115,L01546,L,301.9,312.9,1468,45.2,39,0,0,0,0,0,0
3116,H00625,H,300.2,311.0,1697,40.3,44,0,0,0,0,0,0
3117,M00946,M,299.7,309.4,1607,33.0,47,0,0,0,0,0,0
3118,L01547,L,298.5,308.9,1666,43.6,49,0,0,0,0,0,0
3119,L01548,L,297.3,309.0,1443,37.5,51,0,0,0,0,0,0
3120,L01549,L,302.6,313.7,1343,33.5,53,0,0,0,0,0,0
3121,L01550,L,301.1,310.3,1570,33.7,55,0,0,0,0,0,0
3122,L01551,L,296.8,304.2,1723,29.6,57,0,0,0,0,0,0
3123,L01552,L,301.5,311.8,1489,42.4,59,0,0,0,0,0,0
3124,L01553,L,301.8,312.6,1548,34.4,61,0,0,0,0,0,0
3125,M00947,M,300.2,309.2,1381,39.8,64,0,0,0,0,0,0
3126,M00948,M,303.2,313.2,1541,38.9,67,0,0,0,0,0,0
3127,M00949,M,300.4,310.2,1526,34.4,70,0,0,0,0,0,0
3128,L01554,L,297.2,307.3,1329,30.9,72,0,0,0,0,0,0
3129,H00626,H,300.7,310.2,1434,55.2,77,0,0,0,0,0,0
3130,H00627,H,300.5,311.8,1426,39.7,82,0,0,0,0,0,0
3131,H00628,H,298.8,308.9,1380,50.9,87,0,0,0,0,0,0
3132,H00629,H,301.1,310.3,1466,47.0,92,0,0,0,0,0,0
3133,H00630,H,296.7,307.6,1589,38.1,97,0,0,0,0,0,0
3134,M00950,M,302.0,310.7,1475,41.1,100,0,0,0,0,0,0
3135,L01555,L,298.2,309.5,1653,40.9,102,0,0,0,0,0,0
3136,M00951,M,298.0,309.0,1502,51.1,105,0,0,0,0,0,0
3137,M00952,M,299.8,311.2,1571,45.0,108,0,0,0,0,0,0
3138,M00953,M,300.9,310.7,1588,35.2,111,0,0,0,0,0,0
3139,M00954,M,300.3,309.8,1691,42.1,114,0,0,0,0,0,0
3140,L01556,L,298.5,308.6,1466,44.8,116,0,0,0,0,0,0
3141,L01557,L,299.0,308.9,1582,32.9,118,0,0,0,0,0,0
3142,H00631,H,297.7,307.1,1443,43.0,123,0,0,0,0,0,0
3143,M00955,M,299.6,309.0,1710,48.1,126,0,0,0,0,0,0
3144,M00956,M,302.2,311.8,1434,34.9,129,0,0,0,0,0,0
3145,L01558,L,300.0,308.8,1576,35.7,131,0,0,0,0,0,0
3146,L01559,L,301.7,312.4,1694,47.0,133,0,0,0,0,0,0
3147,H00632,H,302.9,312.9,1418,37.9,138,0,0,0,0,0,0
3148,M00957,M,298.8,308.5,1598,34.1,141,0,0,0,0,0,0
3149,M00958,M,299.6,308.5,1439,45.3,144,0,0,0,0,0,0
3150,L01560,L,304.3,313.2,1771,43.5,146,0,0,0,0,0,0
3151,M00959,M,302.9,314.8,1349,40.6,149,0,0,0,0,0,0
3152,L01561,L,296.7,306.0,1386,46.7,151,0,0,0,0,0,0
3153,M00960,M,300.8,311.4,1426,47.2,154,0,0,0,0,0,0
3154,L01562,L,300.0,310.2,1429,39.5,156,0,0,0,0,0,0
3155,L01563,L,301.7,308.9,1590,51.8,158,0,0,0,0,0,0
3156,M00961,M,298.5,310.3,1718,49.5,161,0,0,0,0,0,0
3157,H00633,H,298.3,309.0,1654,28.1,166,0,0,0,0,0,0
3158,L01564,L,298.6,307.9,1561,33.8,168,0,0,0,0,0,0
3159,H00634,H,298.9,308.8,1539,26.5,173,0,0,0,0,0,0
3160,L01565,L,301.6,310.5,1477,38.1,175,0,0,0,0,0,0
3161,L01566,L,297.6,309.5,1577,32.7,177,0,0,0,0,0,0
3162,L01567,L,298.8,307.8,1517,35.1,179,0,0,0,0,0,0
3163,L01568,L,296.4,305.9,1557,46.5,181,0,0,0,0,0,0
3164,M00962,M,302.0,311.3,1464,29.5,184,0,0,0,0,0,0
3165,L01569,L,302.5,312.6,1418,40.8,186,0,0,0,0,0,0
3166,L01570,L,299.3,310.7,1541,40.7,188,0,0,0,0,0,0
3167,H00635,H,299.4,311.2,1538,39.5,193,0,0,0,0,0,0
3168,L01571,L,300.9,310.5,1478,40.8,195,0,0,0,0,0,0
3169,M00963,M,302.9,313.3,1461,26.6,198,0,0,0,0,0,0
3170,L01572,L,300.8,310.9,1594,35.1,200,0,0,0,0,0,0
3171,M00964,M,298.6,307.6,1583,49.3,203,0,0,0,0,0,0
3172,L01573,L,296.8,309.2,1726,32.8,205,0,0,0,0,0,0
3173,L01574,L,297.8,309.1,1676,50.0,207,0,0,0,0,0,0
3174,L01575,L,300.1,310.3,1419,31.6,209,0,0,0,0,0,0
3175,L01576,L,298.7,310.3,1519,30.8,211,0,0,0,0,0,0
3176,L01577,L,300.4,311.6,1402,34.3,213,0,0,0,0,0,0
3177,M00965,M,298.9,309.0,1354,46.8,216,0,0,0,0,0,0
3178,H00636,H,297.9,308.2,1758,36.7,5,0,0,0,0,0,0
3179,H00637,H,297.6,309.2,1686,42.1,10,0,0,0,0,0,0
3180,M00966,M,303.1,312.2,1475,40.4,13,0,0,0,0,0,0
3181,L01578,L,301.8,313.5,1662,39.7,15,0,0,0,0,0,0
3182,L01579,L,303.5,313.2,1677,47.6,17,0,0,0,0,0,0
3183,L01580,L,301.1,312.6,1346,44.6,19,0,0,0,0,0,0
3184,L01581,L,299.1,309.1,1623,33.1,21,0,0,0,0,0,0
3185,M00967,M,302.6,313.0,1489,38.3,24,0,0,0,0,0,0
3186,M00968,M,299.9,309.9,1576,50.5,27,0,0,0,0,0,0
3187,L01582,L,300.4,309.9,1839,41.9,29,0,0,0,0,0,0
3188,L01583,L,299.9,309.6,1697,31.0,31,0,0,0,0,0,0
3189,H00638,H,294.1,305.5,1525,31.4,36,0,0,0,0,0,0
3190,M00969,M,303.2,310.9,1680,45.3,39,0,0,0,0,0,0
3191,L01584,L,301.0,309.7,1346,44.2,41,0,0,0,0,0,0
3192,H00639,H,300.7,309.9,1588,34.5,46,0,0,0,0,0,0
3193,H00640,H,299.9,308.8,1591,44.5,51,0,0,0,0,0,0
3194,L01585,L,300.3,311.8,1609,49.6,53,0,0,0,0,0,0
3195,L01586,L,298.8,310.1,1487,48.7,55,0,0,0,0,0,0
3196,M00970,M,301.2,311.8,1576,49.6,58,0,0,0,0,0,0
3197,H00641,H,297.4,306.7,1624,43.3,63,0,0,0,0,0,0
3198,H00642,H,300.4,311.7,1306,38.9,68,0,0,0,0,0,0
3199,L01587,L,301.1,309.5,1506,37.6,70,0,0,0,0,0,0
3200,L01588,L,299.6,311.7,1448,39.9,72,0,0,0,0,0,0
3201,M00971,M,300.7,310.1,1604,34.7,75,0,0,0,0,0,0
3202,M00972,M,298.0,307.8,1676,37.8,78,0,0,0,0,0,0
3203,L01589,L,298.1,307.6,1477,47.7,80,0,0,0,0,0,0
3204,H00643,H,300.5,309.4,1429,30.3,85,0,0,0,0,0,0
3205,M00973,M,301.4,313.3,1550,30.8,88,0,0,0,0,0,0
3206,H00644,H,296.3,307.0,1423,45.0,93,0,0,0,0,0,0
3207,H00645,H,301.0,312.3,1515,37.9,98,0,0,0,0,0,0
3208,M00974,M,298.9,307.7,1505,28.4,101,0,0,0,0,0,0
3209,L01590,L,299.6,309.8,1596,39.6,103,0,0,0,0,0,0
3210,M00975,M,297.3,307.8,1570,38.8,106,0,0,0,0,0,0
3211,L01591,L,298.3,308.6,1554,37.4,108,0,0,0,0,0,0
3212,M00976,M,301.9,310.8,1702,44.1,111,0,0,0,0,0,0
3213,L01592,L,300.1,311.1,1565,32.0,113,0,0,0,0,0,0
3214,M00977,M,299.2,309.4,1496,40.1,116,0,0,0,0,0,0
3215,L01593,L,299.8,308.8,1508,38.7,118,0,0,0,0,0,0
3216,L01594,L,301.0,309.1,1462,40.2,120,0,0,0,0,0,0
3217,L01595,L,300.9,311.5,1436,29.6,122,0,0,0,0,0,0
3218,L01596,L,299.8,312.3,1399,36.9,124,0,0,0,0,0,0
3219,M00978,M,302.2,311.2,1651,40.1,127,0,0,0,0,0,0
3220,M00979,M,301.9,312.1,1466,43.2,130,0,0,0,0,0,0
3221,M00980,M,300.8,311.9,1570,51.1,133,0,0,0,0,0,0
3222,L01597,L,300.1,308.8,1508,44.8,135,0,0,0,0,0,0
3223,L01598,L,301.3,310.8,1535,42.8,137,0,0,0,0,0,0
3224,L01599,L,300.6,309.8,1653,47.6,139,0,0,0,0,0,0
3225,L01600,L,302.1,313.1,1556,38.2,141,0,0,0,0,0,0
3226,H00646,H,301.8,313.1,1446,49.3,146,0,0,0,0,0,0
3227,L01601,L,298.0,308.1,1482,46.7,148,0,0,0,0,0,0
3228,L01602,L,297.8,307.0,1624,37.3,150,0,0,0,0,0,0
3229,L01603,L,298.6,308.2,1586,51.5,152,0,0,0,0,0,0
3230,L01604,L,302.0,311.3,1630,42.7,154,0,0,0,0,0,0
3231,M00981,M,296.8,305.9,1514,53.2,157,0,0,0,0,0,0
3232,M00982,M,300.8,310.7,1398,41.8,160,0,0,0,0,0,0
3233,L01605,L,300.7,311.3,1589,36.6,162,0,0,0,0,0,0
3234,L01606,L,302.3,312.8,1563,35.4,164,0,0,0,0,0,0
3235,L01607,L,300.4,310.4,1566,37.9,166,0,0,0,0,0,0
3236,L01608,L,297.3,307.4,1400,36.6,168,0,0,0,0,0,0
3237,L01609,L,298.1,308.0,1474,47.6,170,0,0,0,0,0,0
3238,H00647,H,297.6,306.3,1444,39.8,175,0,0,0,0,0,0
3239,M00983,M,298.9,309.1,1578,30.3,178,0,0,0,0,0,0
3240,M00984,M,299.6,309.1,1581,41.3,181,0,0,0,0,0,0
3241,L01610,L,297.7,306.3,1534,40.8,183,0,0,0,0,0,0
3242,L01611,L,302.9,313.3,1635,37.2,185,0,0,0,0,0,0
3243,M00985,M,297.3,306.7,1687,41.6,188,0,0,0,0,0,0
3244,M00986,M,302.7,312.9,1573,39.7,191,0,0,0,0,0,0
3245,M00987,M,302.4,313.2,1605,43.8,194,0,0,0,0,0,0
3246,L01612,L,301.8,310.8,1484,43.4,196,0,0,0,0,0,0
3247,M00988,M,298.6,308.7,1465,42.2,199,0,0,0,0,0,0
3248,L01613,L,300.7,308.9,1639,32.2,201,0,0,0,0,0,0
3249,H00648,H,297.4,309.0,1451,52.7,206,0,0,0,0,0,0
3250,M00989,M,301.8,310.5,1608,30.7,209,0,0,0,0,0,0
3251,M00990,M,299.9,309.3,1710,39.2,212,0,0,0,0,0,0
3252,L01614,L,299.2,310.5,1603,33.4,214,0,0,0,0,0,0
3253,M00991,M,297.6,307.3,1530,42.4,3,0,0,0,0,0,0
3254,L01615,L,295.0,303.8,1404,40.8,5,0,0,0,0,0,0
3255,L01616,L,297.9,308.6,1554,39.0,7,0,0,0,0,0,0
3256,L01617,L,302.2,312.9,1639,49.1,9,0,0,0,0,0,0
3257,M00992,M,299.2,308.6,1520,46.7,12,0,0,0,0,0,0
3258,L01618,L,299.7,309.1,1640,38.0,14,0,0,0,0,0,0
3259,L01619,L,301.3,310.9,1575,44.8,16,0,0,0,0,0,0
3260,H00649,H,303.6,313.4,1567,49.4,21,0,0,0,0,0,0
3261,L01620,L,302.7,310.8,1506,46.6,23,0,0,0,0,0,0
3262,M00993,M,298.1,307.9,1392,39.2,26,0,0,0,0,0,0
3263,L01621,L,296.1,307.9,1495,30.5,28,0,0,0,0,0,0
3264,L01622,L,304.7,313.8,1495,41.9,30,0,0,0,0,0,0
3265,M00994,M,304.5,314.0,1596,44.0,33,0,0,0,0,0,0
3266,L01623,L,300.4,309.2,1536,35.4,35,0,0,0,0,0,0
3267,L01624,L,297.5,308.1,1646,40.1,37,0,0,0,0,0,0
3268,M00995,M,301.9,313.1,1566,39.5,40,0,0,0,0,0,0
3269,M00996,M,299.8,311.0,1488,48.3,43,0,0,0,0,0,0
3270,M00997,M,299.8,308.5,1457,51.1,46,0,0,0,0,0,0
3271,L01625,L,301.8,312.3,1478,47.1,48,0,0,0,0,0,0
3272,L01626,L,300.7,312.1,1554,39.5,50,0,0,0,0,0,0
